category,city,container,customer_id,customer_name,customer_segment,department,item,item_id,order_date,order_id,order_priority,postal_code,region,row_id,ship_date,ship_mode,state,days_to_ship,discount,kpi_-_profit_ratio,number_of_records,order_quantity,product_base_margin,profit,profit_ratio,sales,shipping_cost,unit_price,profit_margin,profit_per_unit
Telephones and Communication,Bethpage,Small Pack,1820,Mary Wood,Consumer,Technology,Accessory9,11247,2016-07-18,86000,Not Specified,11714,East,20886,2016-07-19,Regular Air,New York,1,0.1,Acceptable,1,6,0.39,90,0.5143,175,3,36,0.5142857142857142,15.0
Telephones and Communication,Lorain,Small Box,1907,Amy Hall,Small Business,Technology,Item 10603,10603,2016-07-18,86505,Medium,44052,East,20364,2016-07-19,Regular Air,Ohio,1,0.0,Acceptable,1,16,0.56,639,0.6901,926,5,66,0.6900647948164147,39.9375
Chairs & Chairmats,Canton,Jumbo Drum,1816,Danielle Schneider,Consumer,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,10814,2016-07-18,86000,Not Specified,48187,Central,20887,2016-07-20,Delivery Truck,Michigan,2,0.08,Acceptable,1,14,0.62,836,0.3785,2209,30,161,0.3784517881394296,59.714285714285715
Chairs & Chairmats,Oxford,Jumbo Drum,1821,Vanessa Boyer,Consumer,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,10814,2016-07-18,20807,Not Specified,1540,East,2887,2016-07-20,Delivery Truck,Massachusetts,2,0.08,Poor,1,55,0.62,768,0.0885,8677,30,161,0.08850985363604932,13.963636363636363
Binders and Binder Accessories,Houston,Small Box,2567,Dolores Vincent,Home Office,Office Supplies,Large Capacity Hanging Post Binders,10498,2016-07-18,16098,Low,77070,Central,2226,2016-07-20,Regular Air,Texas,2,0.09,Acceptable,1,62,0.39,334,0.2365,1412,3,25,0.23654390934844194,5.387096774193548
Binders and Binder Accessories,York,Small Box,2566,Jerry Barber,Home Office,Office Supplies,Large Capacity Hanging Post Binders,10498,2016-07-18,90877,Low,17403,East,20226,2016-07-20,Regular Air,Pennsylvania,2,0.09,Acceptable,1,15,0.39,236,0.6901,342,3,25,0.6900584795321637,15.733333333333333
Paper,Kent,Small Box,1727,Juanita Ballard,Small Business,Office Supplies,Xerox 1982,10721,2016-07-18,87206,Not Specified,44240,East,24871,2016-07-20,Regular Air,Ohio,2,0.09,Poor,1,8,0.39,-131,-0.7529,174,17,23,-0.7528735632183908,-16.375
Office Machines,Anaheim,Jumbo Box,2400,Anita Boyle,Corporate,Technology,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,10910,2016-07-18,88457,Not Specified,92804,West,23902,2016-07-20,Delivery Truck,California,2,0.03,Acceptable,1,15,0.4,470,0.3917,1200,30,81,0.39166666666666666,31.333333333333332
Office Machines,Coachella,Jumbo Box,2403,Kara Gregory,Corporate,Technology,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,10910,2016-07-18,41831,Not Specified,92236,West,5902,2016-07-20,Delivery Truck,California,2,0.03,Poor,1,60,0.4,432,0.09,4802,30,81,0.08996251561849229,7.2
Telephones and Communication,Pottstown,Small Box,1709,Dennis Bowen,Consumer,Technology,Item 10527,10527,2016-07-18,88790,Not Specified,19464,East,23823,2016-07-21,Regular Air,Pennsylvania,3,0.0,Poor,1,1,0.59,-718,-4.1029,175,6,206,-4.102857142857143,-718.0
Office Furnishings,Houston,Small Pack,2567,Dolores Vincent,Home Office,Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",11137,2016-07-18,16098,Low,77070,Central,2225,2016-07-22,Regular Air,Texas,4,0.06,Poor,1,43,0.39,51,0.0766,666,9,15,0.07657657657657657,1.186046511627907
Office Furnishings,Muskego,Small Pack,2568,Betty Schroeder,Home Office,Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",11137,2016-07-18,90877,Low,53150,Central,20225,2016-07-22,Regular Air,Wisconsin,4,0.06,Acceptable,1,11,0.39,55,0.3235,170,9,15,0.3235294117647059,5.0
Paper,Santa Rosa,Small Box,3396,Stuart Wiley,Corporate,Office Supplies,Xerox 213,11048,2016-07-18,87548,Low,95404,West,18864,2016-07-22,Express Air,California,4,0.04,Poor,1,6,0.37,-61,-1.4186,43,8,6,-1.4186046511627908,-10.166666666666666
Computer Peripherals,Southbury,Small Pack,2885,Gary Frazier,Consumer,Technology,"Memorex 80 Minute CD-R Spindle, 100/Pack",10517,2016-07-18,87644,Low,6488,East,25137,2016-07-22,Regular Air,Connecticut,4,0.02,Acceptable,1,12,0.44,357,0.6905,517,2,44,0.690522243713733,29.75
Paper,Santa Rosa,Small Box,3396,Stuart Wiley,Corporate,Office Supplies,Xerox 1966,10102,2016-07-18,87548,Low,95404,West,18863,2016-07-25,Regular Air,California,7,0.04,Poor,1,14,0.36,-107,-1.2022,89,7,6,-1.202247191011236,-7.642857142857143
Binders and Binder Accessories,Irving,Small Box,308,Glen Caldwell,Small Business,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",11256,2016-07-19,29764,Critical,75061,Central,4189,2016-07-20,Express Air,Texas,1,0.0,Poor,1,14,0.39,-9,-0.039,231,8,15,-0.03896103896103896,-0.6428571428571429
Binders and Binder Accessories,Perry Hall,Small Box,305,Gayle Christian,Small Business,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",11256,2016-07-19,87068,Critical,21128,East,22189,2016-07-20,Express Air,Maryland,1,0.0,Poor,1,4,0.39,-8,-0.1212,66,8,15,-0.12121212121212122,-2.0
Binders and Binder Accessories,Burbank,Small Box,1065,Vicki Bond,Corporate,Office Supplies,Surelock™ Post Binders,11052,2016-07-19,88901,Not Specified,60459,Central,20283,2016-07-20,Regular Air,Illinois,1,0.09,Acceptable,1,3,0.35,58,0.6905,84,3,31,0.6904761904761905,19.333333333333332
Binders and Binder Accessories,Oshkosh,Small Box,2977,Juan Gilbert,Small Business,Office Supplies,GBC Standard Plastic Binding Systems Combs,10670,2016-07-19,89050,Not Specified,54901,Central,25552,2016-07-20,Regular Air,Wisconsin,1,0.07,Poor,1,16,0.36,-8,-0.0556,144,6,9,-0.05555555555555555,-0.5
Appliances,Southbury,Small Box,2209,Sharon Thomas,Home Office,Office Supplies,Staples 6 Outlet Surge,10596,2016-07-19,88037,Low,6488,East,23316,2016-07-21,Regular Air,Connecticut,2,0.06,Poor,1,15,0.58,8,0.0465,172,5,12,0.046511627906976744,0.5333333333333333
Appliances,Overland Park,Small Box,197,Samantha Weaver,Small Business,Office Supplies,Belkin 8 Outlet Surge Protector,11220,2016-07-19,88925,Medium,66212,Central,21691,2016-07-22,Regular Air,Kansas,3,0.08,Poor,1,2,0.57,3,0.037,81,5,41,0.037037037037037035,1.5
Paper,Anderson,Wrap Bag,2927,Christina Thompson,Consumer,Office Supplies,White GlueTop Scratch Pads,10854,2016-07-19,90227,Low,29624,South,24153,2016-07-24,Regular Air,South Carolina,5,0.02,Acceptable,1,11,0.39,41,0.2426,169,2,15,0.24260355029585798,3.727272727272727
Office Furnishings,Tigard,Jumbo Drum,2876,Lisa Roberson,Consumer,Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",10995,2016-07-20,89646,Critical,97224,West,26072,2016-07-21,Delivery Truck,Oregon,1,0.07,Poor,1,7,0.62,-116,-0.7117,163,16,24,-0.7116564417177914,-16.571428571428573
Office Machines,Oxford,Medium Box,699,Jenny Gold,Consumer,Technology,Sharp EL500L Fraction Calculator,10703,2016-07-20,26784,Critical,1540,East,3750,2016-07-21,Regular Air,Massachusetts,1,0.09,Poor,1,46,0.39,-38,-0.0619,614,8,14,-0.06188925081433225,-0.8260869565217391
Paper,Brooklyn,Wrap Bag,764,Judy Kirk,Consumer,Office Supplies,Array® Memo Cubes,10610,2016-07-20,90945,Critical,11226,East,20375,2016-07-22,Regular Air,New York,2,0.06,Acceptable,1,11,0.36,25,0.463,54,2,5,0.46296296296296297,2.272727272727273
Binders and Binder Accessories,Boston,Small Box,606,Tamara Cowan,Home Office,Office Supplies,Staples® General Use 3-Ring Binders,10332,2016-07-21,91151,Critical,2129,East,22903,2016-07-22,Regular Air,Massachusetts,1,0.03,Poor,1,15,0.37,-14,-0.4667,30,1,2,-0.4666666666666667,-0.9333333333333333
Pens & Art Supplies,North Charleston,Wrap Bag,2100,Mike T O'Neill,Home Office,Office Supplies,Newell 336,10799,2016-07-21,87897,Critical,29406,South,23709,2016-07-23,Regular Air,South Carolina,2,0.1,Acceptable,1,6,0.56,57,2.375,24,1,4,2.375,9.5
Tables,Milwaukee,Jumbo Box,2957,Francis I Davis,Corporate,Furniture,KI Conference Tables,10922,2016-07-22,90269,High,53209,Central,21817,2016-07-22,Delivery Truck,Wisconsin,0,0.01,Poor,1,16,0.72,-2427,-1.951,1244,89,71,-1.9509646302250805,-151.6875
Chairs & Chairmats,Milwaukee,Jumbo Drum,2957,Francis I Davis,Corporate,Furniture,Global Troy™ Executive Leather Low-Back Tilter,11084,2016-07-22,90269,High,53209,Central,21816,2016-07-22,Delivery Truck,Wisconsin,0,0.02,Acceptable,1,4,0.6,858,0.4241,2023,26,501,0.4241225902125556,214.5
Appliances,Killingly Center,Small Box,1908,Sharon Sellers,Small Business,Office Supplies,Fellowes 8 Outlet Superior Workstation Surge Protector,10786,2016-07-22,86506,Medium,6241,East,22314,2016-07-24,Express Air,Connecticut,2,0.07,Acceptable,1,10,0.56,287,0.6882,417,5,42,0.6882494004796164,28.7
Telephones and Communication,Hinesville,Small Box,3378,Ian Chu,Corporate,Technology,Item 11196,11196,2016-07-22,88848,Not Specified,31313,South,18730,2016-07-24,Regular Air,Georgia,2,0.08,Acceptable,1,11,0.56,137,0.2224,616,9,66,0.2224025974025974,12.454545454545455
Office Furnishings,Bangor,Wrap Bag,2175,Lynda K Porter,Small Business,Furniture,Tenex B1-RE Series Chair Mats for Low Pile Carpets,10383,2016-07-22,89472,High,4401,East,23652,2016-07-25,Regular Air,Maine,3,0.1,Acceptable,1,7,0.68,211,0.6895,306,5,46,0.6895424836601307,30.142857142857142
Tables,Mission Viejo,Jumbo Box,786,Jason Bray,Home Office,Furniture,KI Conference Tables,10922,2016-07-23,91520,High,92691,West,24377,2016-07-24,Delivery Truck,California,1,0.06,Poor,1,16,0.69,-2767,-2.339,1183,89,71,-2.338968723584108,-172.9375
Bookcases,Pontiac,Jumbo Box,3000,Priscilla Allen,Consumer,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",10125,2016-07-23,87053,Low,48342,Central,21498,2016-07-25,Delivery Truck,Michigan,2,0.01,Poor,1,11,0.78,-1042,-0.8876,1174,57,101,-0.8875638841567292,-94.72727272727273
Chairs & Chairmats,Cudahy,Jumbo Drum,1480,Yvonne Ryan,Consumer,Furniture,Hon Multipurpose Stacking Arm Chairs,10275,2016-07-23,90749,Low,53110,Central,21231,2016-07-25,Delivery Truck,Wisconsin,2,0.06,Poor,1,6,0.59,49,0.0368,1331,64,217,0.03681442524417731,8.166666666666666
Chairs & Chairmats,Wilkes Barre,Jumbo Drum,2251,Philip Olsen,Home Office,Furniture,Global Troy™ Executive Leather Low-Back Tilter,11084,2016-07-23,86708,High,18705,East,24332,2016-07-25,Delivery Truck,Pennsylvania,2,0.01,Acceptable,1,14,0.6,5174,0.69,7499,26,501,0.6899586611548206,369.57142857142856
Computer Peripherals,East Haven,Small Box,834,Michael Carr,Corporate,Technology,Logitech Access Keyboard,10808,2016-07-23,89774,Not Specified,6512,East,23323,2016-07-25,Regular Air,Connecticut,2,0.08,Acceptable,1,11,0.37,83,0.5,166,4,16,0.5,7.545454545454546
Storage & Organization,Cudahy,Small Box,1480,Yvonne Ryan,Consumer,Office Supplies,Rogers® Profile Extra Capacity Storage Tub,11157,2016-07-23,90749,Low,53110,Central,21232,2016-07-30,Regular Air,Wisconsin,7,0.03,Poor,1,3,0.81,-55,-1.0577,52,7,17,-1.0576923076923077,-18.333333333333332
Storage & Organization,Roosevelt,Small Box,874,Andrew Beard,Small Business,Office Supplies,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,10442,2016-07-23,89064,Low,11575,East,22624,2016-07-30,Regular Air,New York,7,0.07,Poor,1,11,0.57,-108,-0.6708,161,9,15,-0.6708074534161491,-9.818181818181818
Office Machines,Hinesville,Jumbo Drum,3218,Ricky Y Newman,Home Office,Technology,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,10057,2016-07-24,89136,Critical,31313,South,21332,2016-07-24,Delivery Truck,Georgia,0,0.1,Acceptable,1,11,0.36,1226,0.61,2010,16,201,0.609950248756219,111.45454545454545
Chairs & Chairmats,Lancaster,Large Box,1620,Gerald Petty,Consumer,Furniture,Hon Olson Stacker Stools,10357,2016-07-24,90255,High,17602,East,19614,2016-07-26,Regular Air,Pennsylvania,2,0.0,Poor,1,3,0.57,59,0.1341,440,24,141,0.1340909090909091,19.666666666666668
Labels,Santa Clara,Small Box,544,Doris Starr,Home Office,Office Supplies,Avery 508,10955,2016-07-24,88132,Critical,95051,West,24688,2016-07-26,Regular Air,California,2,0.03,Acceptable,1,1,0.36,1,0.2,5,1,5,0.2,1.0
Office Furnishings,Irving,Wrap Bag,494,Jimmy Alston Holder,Consumer,Furniture,Ultra Commercial Grade Dual Valve Door Closer,10722,2016-07-24,88910,Low,75061,Central,24069,2016-07-29,Regular Air,Texas,5,0.08,Acceptable,1,15,0.53,391,0.6896,567,3,40,0.689594356261023,26.066666666666666
Office Furnishings,Oxford,Wrap Bag,491,Toni Swanson,Consumer,Furniture,Ultra Commercial Grade Dual Valve Door Closer,10722,2016-07-24,42982,Low,1540,East,6069,2016-07-29,Regular Air,Massachusetts,5,0.08,Acceptable,1,59,0.53,652,0.2924,2230,3,40,0.29237668161434976,11.05084745762712
Office Furnishings,Oxford,Large Box,491,Toni Swanson,Consumer,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,10278,2016-07-24,42982,Low,1540,East,6068,2016-08-02,Express Air,Massachusetts,9,0.02,Acceptable,1,17,0.61,464,0.2484,1868,24,105,0.24839400428265523,27.294117647058822
Office Furnishings,Rose Hill,Large Box,492,Courtney Weber,Consumer,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,10278,2016-07-24,88910,Low,24281,South,24068,2016-08-02,Express Air,Virginia,9,0.02,Poor,1,4,0.61,-2549,-5.8064,439,24,105,-5.806378132118451,-637.25
Chairs & Chairmats,Wichita,Jumbo Drum,288,Patricia Cole Blair,Small Business,Furniture,Novimex Turbo Task Chair,10501,2016-07-25,89769,Medium,67212,Central,24893,2016-07-25,Delivery Truck,Kansas,0,0.05,Poor,1,11,0.73,-394,-0.4944,797,30,71,-0.49435382685069007,-35.81818181818182
Office Furnishings,Washington,Wrap Bag,894,Gail Rankin Cole,Corporate,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",11079,2016-07-25,55813,Low,20024,East,7802,2016-07-25,Regular Air,District of Columbia,0,0.08,Poor,1,55,0.78,-824,-0.2204,3738,38,71,-0.22043873729266988,-14.981818181818182
Office Furnishings,Eagle,Wrap Bag,895,Gordon Sutherland,Corporate,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",11079,2016-07-25,90171,Low,83616,West,25802,2016-07-25,Regular Air,Idaho,0,0.08,Poor,1,14,0.78,-752,-0.7899,952,38,71,-0.7899159663865546,-53.714285714285715
Telephones and Communication,Dearborn Heights,Small Box,1974,Robert Brantley,Consumer,Technology,6162i,10031,2016-07-25,89045,Medium,48127,Central,20237,2016-07-26,Regular Air,Michigan,1,0.03,Acceptable,1,17,0.55,645,0.6906,934,4,66,0.6905781584582441,37.94117647058823
Rubber Bands,Detroit,Wrap Bag,1975,Jennifer Grant,Consumer,Office Supplies,Staples Bulldog Clip,10694,2016-07-25,89045,Medium,48227,Central,20238,2016-07-27,Regular Air,Michigan,2,0.03,Acceptable,1,13,0.39,36,0.6923,52,1,4,0.6923076923076923,2.769230769230769
Paper,Dubuque,Small Box,2151,Melinda Rogers,Corporate,Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),10074,2016-07-25,90407,Low,52001,Central,19631,2016-07-30,Regular Air,Iowa,5,0.02,Poor,1,16,0.36,-58,-0.6744,86,5,5,-0.6744186046511628,-3.625
Telephones and Communication,Dubuque,Medium Box,2151,Melinda Rogers,Corporate,Technology,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",10364,2016-07-25,90407,Low,52001,Central,19632,2016-08-01,Regular Air,Iowa,7,0.07,Poor,1,9,0.6,16,0.0311,514,14,67,0.0311284046692607,1.7777777777777777
Office Furnishings,Oxford,Small Box,2525,Grace Everett,Corporate,Furniture,"Eldon® 200 Class™ Desk Accessories, Burgundy",10324,2016-07-26,87213,Critical,36203,South,24277,2016-07-27,Regular Air,Alabama,1,0.08,Poor,1,14,0.43,5,0.0562,89,5,6,0.056179775280898875,0.35714285714285715
Paper,Baton Rouge,Small Box,2463,Jane Howell,Corporate,Office Supplies,Xerox 1974,10284,2016-07-26,88720,Not Specified,70802,South,21679,2016-07-27,Regular Air,Louisiana,1,0.09,Acceptable,1,7,0.36,11,0.2619,42,5,6,0.2619047619047619,1.5714285714285714
Chairs & Chairmats,Saco,Jumbo Drum,709,Benjamin Creech,Consumer,Furniture,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,10943,2016-07-26,87991,Medium,4072,East,22557,2016-07-28,Delivery Truck,Maine,2,0.07,Poor,1,7,0.78,-401,-0.2027,1978,57,281,-0.20273003033367037,-57.285714285714285
Storage & Organization,Greenville,Jumbo Drum,1741,Carl Hobbs,Corporate,Office Supplies,"Tennsco Lockers, Gray",11003,2016-07-26,85875,High,27834,South,25395,2016-07-28,Delivery Truck,North Carolina,2,0.06,Poor,1,1,0.78,-189,-4.9737,38,53,21,-4.973684210526316,-189.0
Envelopes,Baton Rouge,Small Box,2463,Jane Howell,Corporate,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",10992,2016-07-26,88720,Not Specified,70802,South,21678,2016-07-28,Regular Air,Louisiana,2,0.05,Acceptable,1,2,0.38,6,0.1935,31,1,16,0.1935483870967742,3.0
Pens & Art Supplies,Depew,Wrap Bag,3213,Mike Barry,Home Office,Office Supplies,Zebra Zazzle Fluorescent Highlighters,10705,2016-07-26,91563,Low,14043,East,23186,2016-07-28,Regular Air,New York,2,0.05,Acceptable,1,3,0.51,8,0.4211,19,1,6,0.42105263157894735,2.6666666666666665
Pens & Art Supplies,Milford,Wrap Bag,2736,Charlie Morton,Small Business,Office Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",10045,2016-07-26,89023,High,1757,East,20898,2016-07-28,Regular Air,Massachusetts,2,0.02,Poor,1,13,0.41,-4,-0.0952,42,2,3,-0.09523809523809523,-0.3076923076923077
Telephones and Communication,Hopkinsville,Small Box,908,Becky Page Cline,Home Office,Technology,300 Series Non-Flip,10601,2016-07-26,86463,Medium,42240,South,23763,2016-07-28,Express Air,Kentucky,2,0.02,Poor,1,8,0.6,72,0.0639,1127,8,156,0.06388642413487133,9.0
Computer Peripherals,Holden,Small Pack,710,Glen Denton,Consumer,Technology,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",10115,2016-07-26,87991,Medium,1520,East,22556,2016-07-28,Regular Air,Massachusetts,2,0.07,Poor,1,12,0.79,-154,-2.5667,60,5,5,-2.566666666666667,-12.833333333333334
Computer Peripherals,Hopkinsville,Small Pack,908,Becky Page Cline,Home Office,Technology,"3.5"" IBM Formatted Diskettes, DS/HD",10231,2016-07-26,86463,Medium,42240,South,23762,2016-07-28,Regular Air,Kentucky,2,0.02,Acceptable,1,14,0.66,30,0.3125,96,4,7,0.3125,2.142857142857143
Appliances,Coachella,Small Box,2343,Francis Goldberg,Corporate,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,11161,2016-07-26,88994,Low,92236,West,26294,2016-07-30,Regular Air,California,4,0.04,Acceptable,1,11,0.56,1349,0.69,1955,1,178,0.6900255754475704,122.63636363636364
Chairs & Chairmats,Coachella,Jumbo Drum,2343,Francis Goldberg,Corporate,Furniture,"Global Deluxe Stacking Chair, Gray",11162,2016-07-26,88994,Low,92236,West,26295,2016-07-31,Delivery Truck,California,5,0.04,Poor,1,6,0.56,12,0.0401,299,14,51,0.04013377926421405,2.0
Storage & Organization,Oak Creek,Small Box,2976,Fred Barber,Small Business,Office Supplies,Super Decoflex Portable Personal File,10784,2016-07-26,89051,Low,53154,Central,18798,2016-07-31,Express Air,Wisconsin,5,0.09,Poor,1,14,0.57,-111,-0.5663,196,8,15,-0.5663265306122449,-7.928571428571429
Labels,Oak Creek,Small Box,2976,Fred Barber,Small Business,Office Supplies,Avery 491,11115,2016-07-26,89051,Low,53154,Central,18797,2016-07-31,Regular Air,Wisconsin,5,0.01,Poor,1,1,0.39,-4,-0.8,5,1,4,-0.8,-4.0
Paper,Cleveland Heights,Small Box,263,Carlos Hess,Home Office,Office Supplies,HP Office Paper (20Lb. and 87 Bright),10509,2016-07-27,86304,Medium,44106,East,21709,2016-07-28,Regular Air,Ohio,1,0.04,Poor,1,18,0.37,-122,-0.9683,126,7,7,-0.9682539682539683,-6.777777777777778
Paper,Boston,Small Box,2088,Carrie Boyle,Corporate,Office Supplies,Xerox 1966,10102,2016-07-27,88355,Medium,2129,East,20273,2016-07-29,Regular Air,Massachusetts,2,0.03,Poor,1,6,0.36,-40,-0.9524,42,7,6,-0.9523809523809523,-6.666666666666667
Binders and Binder Accessories,Cleveland Heights,Small Box,263,Carlos Hess,Home Office,Office Supplies,Ibico EPK-21 Electric Binding System,10104,2016-07-27,86304,Medium,44106,East,21708,2016-07-29,Regular Air,Ohio,2,0.03,Acceptable,1,1,0.36,763,0.412,1852,20,1890,0.41198704103671707,763.0
Telephones and Communication,Victoria,Small Pack,1141,Nancy Bennett,Home Office,Technology,Accessory23,10457,2016-07-27,86587,Not Specified,77901,Central,21671,2016-07-29,Regular Air,Texas,2,0.04,Poor,1,2,0.36,-30,-0.4918,61,1,36,-0.4918032786885246,-15.0
Copiers and Fax,Oxford,Large Box,3121,Bob Dickens,Home Office,Technology,Canon PC-428 Personal Copier,10682,2016-07-27,27616,Low,1540,East,3870,2016-07-29,Regular Air,Massachusetts,2,0.09,Poor,1,4,0.46,-735,-0.8974,819,24,200,-0.8974358974358975,-183.75
Copiers and Fax,New Orleans,Large Box,3120,Daniel Christian,Home Office,Technology,Canon PC-428 Personal Copier,10682,2016-07-27,90165,Low,70117,South,21870,2016-07-29,Regular Air,Louisiana,2,0.09,Poor,1,1,0.46,-95,-0.4634,205,24,200,-0.4634146341463415,-95.0
Tables,Southbury,Jumbo Box,3295,Suzanne Zhu,Corporate,Furniture,"Iceberg OfficeWorks 42"" Round Tables",10951,2016-07-28,86213,Not Specified,6488,East,19633,2016-07-29,Delivery Truck,Connecticut,1,0.06,Acceptable,1,1,0.75,27,0.1824,148,39,151,0.18243243243243243,27.0
Tables,Oxford,Jumbo Box,3289,Emily Britt,Corporate,Furniture,"Iceberg OfficeWorks 42"" Round Tables",10951,2016-07-28,11808,Not Specified,1540,East,1633,2016-07-29,Delivery Truck,Massachusetts,1,0.06,Acceptable,1,1,0.75,25,0.1689,148,39,151,0.16891891891891891,25.0
Tables,Miami,Jumbo Box,342,Jacqueline Noble,Corporate,Furniture,Anderson Hickey Conga Table Tops & Accessories,10776,2016-07-28,33959,Critical,33181,South,4784,2016-07-29,Delivery Truck,Florida,1,0.03,Poor,1,32,0.76,8,0.0157,511,28,15,0.015655577299412915,0.25
Paper,Oro Valley,Small Box,744,Joy Maxwell,Consumer,Office Supplies,Xerox 1891,11129,2016-07-28,87734,Critical,85737,West,18369,2016-07-29,Express Air,Arizona,1,0.04,Acceptable,1,6,0.38,200,0.6897,290,6,49,0.6896551724137931,33.333333333333336
Appliances,Hermitage,Large Box,3083,Louis Wells,Small Business,Office Supplies,Hoover Portapower™ Portable Vacuum,11187,2016-07-28,89884,Critical,16148,East,25882,2016-07-29,Regular Air,Pennsylvania,1,0.04,Poor,1,16,0.6,-1981,-22.5114,88,49,4,-22.511363636363637,-123.8125
Tables,Hermitage,Jumbo Box,3083,Louis Wells,Small Business,Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,11093,2016-07-28,89884,Critical,16148,East,25883,2016-07-30,Delivery Truck,Pennsylvania,2,0.08,Poor,1,10,0.77,-482,-0.2277,2117,70,219,-0.2276806802078413,-48.2
Paper,Oro Valley,Small Box,744,Joy Maxwell,Consumer,Office Supplies,Staples 1 Part Blank Computer Paper,10310,2016-07-28,87734,Critical,85737,West,18368,2016-07-30,Regular Air,Arizona,2,0.08,Poor,1,2,0.36,-34,-1.3077,26,11,11,-1.3076923076923077,-17.0
Computer Peripherals,Oro Valley,Small Pack,744,Joy Maxwell,Consumer,Technology,Fuji Slim Jewel Case CD-R,11178,2016-07-28,87734,Critical,85737,West,18367,2016-07-31,Regular Air,Arizona,3,0.02,Poor,1,10,0.55,-29,-1.2609,23,2,2,-1.2608695652173914,-2.9
Binders and Binder Accessories,Woodburn,Small Box,2781,Kelly Byers,Consumer,Office Supplies,GBC Standard Therm-A-Bind Covers,10577,2016-07-28,87172,Low,97071,West,22094,2016-08-01,Regular Air,Oregon,4,0.03,Poor,1,2,0.39,-22,-0.386,57,13,25,-0.38596491228070173,-11.0
"Scissors, Rulers and Trimmers",Woodburn,Small Pack,2781,Kelly Byers,Consumer,Office Supplies,Fiskars® Softgrip Scissors,10793,2016-07-28,87172,Low,97071,West,22098,2016-08-01,Regular Air,Oregon,4,0.03,Acceptable,1,15,0.57,56,0.3275,171,3,11,0.32748538011695905,3.7333333333333334
Binders and Binder Accessories,Detroit,Small Box,2756,Ruth McConnell Young,Consumer,Office Supplies,"Wilson Jones 1"" Hanging DublLock® Ring Binders",10899,2016-07-29,47399,Low,48205,Central,6661,2016-07-29,Regular Air,Michigan,0,0.0,Poor,1,52,0.37,6,0.0205,292,3,5,0.02054794520547945,0.11538461538461539
Binders and Binder Accessories,Plantation,Small Box,2754,Dwight Hendricks,Consumer,Office Supplies,"Wilson Jones 1"" Hanging DublLock® Ring Binders",10899,2016-07-29,91511,Low,33317,South,24661,2016-07-29,Regular Air,Florida,0,0.0,Poor,1,13,0.37,-198,-2.7123,73,3,5,-2.712328767123288,-15.23076923076923
Office Furnishings,Detroit,Small Box,2190,Marvin Patrick,Home Office,Furniture,"Eldon® 300 Class™ Desk Accessories, Black",10419,2016-07-29,13988,Not Specified,48227,Central,1954,2016-07-30,Regular Air,Michigan,1,0.01,Poor,1,68,0.41,-60,-0.1662,361,5,5,-0.16620498614958448,-0.8823529411764706
Office Furnishings,Monroe,Small Box,2191,Lori Crowell,Home Office,Furniture,"Eldon® 300 Class™ Desk Accessories, Black",10419,2016-07-29,90690,Not Specified,28110,South,19954,2016-07-30,Regular Air,North Carolina,1,0.01,Acceptable,1,17,0.41,29,0.3222,90,5,5,0.32222222222222224,1.7058823529411764
Appliances,Detroit,Small Box,2190,Marvin Patrick,Home Office,Office Supplies,Staples 6 Outlet Surge,10596,2016-07-29,13988,Not Specified,48227,Central,1956,2016-07-30,Express Air,Michigan,1,0.04,Poor,1,36,0.58,-2,-0.0042,473,5,12,-0.004228329809725159,-0.05555555555555555
Appliances,Mooresville,Small Box,2192,Julia Haynes,Home Office,Office Supplies,Staples 6 Outlet Surge,10596,2016-07-29,90690,Not Specified,28115,South,19956,2016-07-30,Express Air,North Carolina,1,0.04,Acceptable,1,9,0.58,49,0.4153,118,5,12,0.4152542372881356,5.444444444444445
